mo,le,ite,type_est,modulo,course_branch_lesson_name,item,course_item_type_desc,part_modulo,part_leccion,part_item,prom_intentos,prom_act_aprendizaje,completitud_modulo,completitud_lec
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 0,N,Números racionales,Significados de los números racionales,Significados de los números racionales,lecture,17,10,8,,,0.55,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 1,N,Números racionales,Significados de los números racionales,Mapa conceptual de los significados de los números racionales,supplement,17,10,,,,0.55,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 2,N,Números racionales,Significados de los números racionales,Números racionales,quiz,17,10,10,,,0.55,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 3,N,Números racionales,Significados de los números racionales,Identificar el significado de la fracción (actividad de aprendizaje),ungraded lti,17,10,,,1,0.55,0.75
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 0,N,Números racionales,Operaciones con fracciones,Operaciones con fracciones,lecture,17,10,8,,,0.55,0.72
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 1,N,Números racionales,Operaciones con fracciones,Mapa conceptual de operaciones con fracciones,supplement,17,10,,,,0.55,0.72
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 2,N,Números racionales,Operaciones con fracciones,Operaciones con fracciones,quiz,17,10,10,,,0.55,0.72
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 3,N,Números racionales,Operaciones con fracciones,Contenido de una porción (actividad de aprendizaje),ungraded lti,17,10,,,1,0.55,0.72
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 0,N,Números racionales,Decimales,Números decimales,lecture,17,8,8,,,0.55,0.78
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 1,N,Números racionales,Decimales,Mapa conceptual de la multiplicación de decimales y fracciones,supplement,17,8,,,,0.55,0.78
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 2,N,Números racionales,Decimales,Una pequeña parte del metro (actividad de aprendizaje),ungraded lti,17,8,,,1,0.55,0.78
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 3,N,Números racionales,Decimales,Sistema métrico decimal (actividad de aprendizaje),ungraded lti,17,8,,,1,0.55,0.78
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 0,N,Números racionales,Razón y proporción,Proporcionalidad entre cantidades,lecture,17,10,8,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 1,N,Números racionales,Razón y proporción,Mapa conceptual de razón y proporción,supplement,17,10,,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 2,N,Números racionales,Razón y proporción,Cantidad desconocida,quiz,17,10,10,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 3,N,Números racionales,Razón y proporción,Resumen de las cuestiones claves de los números racionales,lecture,17,10,8,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 4,N,Números racionales,Razón y proporción,Mapa conceptual del resumen de las cuestiones claves de los números racionales,supplement,17,10,,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 5,N,Números racionales,Razón y proporción,Perímetro - lado del cuadrado (actividad de aprendizaje),ungraded lti,17,10,,,1,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 6,N,Números racionales,Razón y proporción,Mapa conceptual del módulo,supplement,17,10,,,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 7,N,Números racionales,Razón y proporción,Cuestionario final módulo números racionales,exam,17,10,9,1.77,,0.55,0.8
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 8,N,Números racionales,Razón y proporción,Bibliografía: Números racionales,supplement,17,10,,,,0.55,0.8
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 0,N,Geometría elemental del plano,Nociones geométricas básicas,Introducción a geometría elemental del plano,lecture,10,10,8,,,0.5,0.73
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 1,N,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de la introducción a geometría elemental del plano,supplement,10,10,,,,0.5,0.73
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 2,N,Geometría elemental del plano,Nociones geométricas básicas,Geometría,quiz,10,10,7,,,0.5,0.73
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 3,N,Geometría elemental del plano,Nociones geométricas básicas,Nociones básicas,lecture,10,10,7,,,0.5,0.73
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 4,N,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de las nociones básicas,supplement,10,10,,,,0.5,0.73
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 5,N,Geometría elemental del plano,Nociones geométricas básicas,Segmentos (actividad de aprendizaje),ungraded lti,10,10,,,1,0.5,0.73
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 0,N,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Características de los polígonos,lecture,10,9,6,,,0.5,0.7
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 1,N,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Mapa conceptual de las figuras planas,supplement,10,9,,,,0.5,0.7
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 2,N,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Figuras geométricas,quiz,10,9,7,,,0.5,0.7
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 3,N,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Poligonal y polígono (actividad de aprendizaje),ungraded lti,10,9,,,1,0.5,0.7
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 0,N,Geometría elemental del plano,Los triángulos (tipos y propiedades),Características de los triángulos,lecture,10,8,5,,,0.5,0.6
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 1,N,Geometría elemental del plano,Los triángulos (tipos y propiedades),Mapa conceptual de los triángulos,supplement,10,8,,,,0.5,0.6
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 2,N,Geometría elemental del plano,Los triángulos (tipos y propiedades),Triángulos,quiz,10,8,6,,,0.5,0.6
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 3,N,Geometría elemental del plano,Los triángulos (tipos y propiedades),Clasificación de triángulos (actividad de aprendizaje),ungraded lti,10,8,,,1,0.5,0.6
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 4,N,Geometría elemental del plano,Los triángulos (tipos y propiedades),Medidas de ángulos (actividad de aprendizaje),ungraded lti,10,8,,,1,0.5,0.6
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 0,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Tipos de cuadriláteros,lecture,10,8,5,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 1,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual de los cuadriláteros,supplement,10,8,,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 2,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de cuadriláteros (actividad de aprendizaje),ungraded lti,10,8,,,1,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 3,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de figuras,quiz,10,8,6,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 4,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Resumen de las cuestiones claves de la geometría elemental del plano,lecture,10,8,5,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 5,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del resumen de las cuestiones claves de la geometría elemental del plano,supplement,10,8,,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 6,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del módulo,supplement,10,8,,,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 7,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Cuestionario final módulo geometría elemental del plano,exam,10,8,6,1.83,,0.5,0.66
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 8,N,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Bibliografía geometría elemental del plano,supplement,10,8,,,,0.5,0.66
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 0,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Introducción a los tipos de magnitudes,lecture,3,1,1,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 1,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de la introducción a los tipos de magnitudes,supplement,3,1,,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 2,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Magnitud,quiz,3,1,1,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 3,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,¿Qué es una magnitud?,lecture,3,1,1,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 4,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de los tipos de magnitudes,supplement,3,1,,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 5,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El experimento de Arquímedes (actividad de aprendizaje),ungraded lti,3,1,,,,0.08,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 6,N,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El lingote y la corona (actividad de aprendizaje),ungraded lti,3,1,,,,0.08,0.57
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 0,N,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Medida de magnitudes y unidades de medida,lecture,3,,,,,0.08,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 1,N,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Mapa conceptual de los conceptos y procedimientos para la medida de magnitudes,supplement,3,,,,,0.08,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 2,N,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Rendimiento de combustible (actividad de aprendizaje),ungraded lti,3,,,,1,0.08,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 3,N,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,El arca de Noé (actividad de aprendizaje),ungraded lti,3,,,,1,0.08,0.5
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 0,N,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,¿Cómo mides la longitud de un objeto?,lecture,3,,,,,0.08,
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 1,N,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Mapa conceptual de la medida directa,supplement,3,,,,,0.08,
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 2,N,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Cálculo de áreas (actividad de aprendizaje),ungraded lti,3,,,,,0.08,
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 0,N,Magnitudes y medidas. Medidas directas,Estimación,Procesos de estimación,lecture,3,1,1,,,0.08,0.25
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 1,N,Magnitudes y medidas. Medidas directas,Estimación,Mapa conceptual de estimación,supplement,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 2,N,Magnitudes y medidas. Medidas directas,Estimación,Logotipo (actividad de aprendizaje),ungraded lti,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 3,N,Magnitudes y medidas. Medidas directas,Estimación,Estatura (actividad de aprendizaje),ungraded lti,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 0,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Sistema métrico decimal y sistema internacional de medida,lecture,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 1,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del sistema internacional de medidas,supplement,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 2,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Hectáreas (actividad de aprendizaje),ungraded lti,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 3,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Resumen de las cuestiones claves de magnitudes y medidas,lecture,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 4,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del resumen de las cuestiones claves de magnitudes y medidas,supplement,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 5,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del módulo,supplement,3,1,,,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 6,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Cuestionario final módulo magnitudes y medidas,exam,3,1,1,2,,0.08,0.25
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 7,N,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Bibliografía magnitudes y medidas,supplement,3,1,,,,0.08,0.25
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 0,N,Aplicación de los conceptos aprendidos,Cierre del curso,Construcción de un mueble (actividad de aprendizaje),ungraded lti,1,1,,,1,0.62,0.62
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 1,N,Aplicación de los conceptos aprendidos,Cierre del curso,Mapa conceptual de los conceptos aprendidos en el curso,supplement,1,1,,,,0.62,0.62
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 2,N,Aplicación de los conceptos aprendidos,Cierre del curso,Aplicación de los conceptos aprendidos,quiz,1,1,1,,,0.62,0.62
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 3,N,Aplicación de los conceptos aprendidos,Cierre del curso,Video de cierre del curso,lecture,1,1,1,,,0.62,0.62
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 0,NE,Bienvenida,Bienvenida al curso,Bienvenida,lecture,15,15,15,,,0.62,0.62
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 1,NE,Bienvenida,Bienvenida al curso,Presentación del curso,others,15,15,,,,0.62,0.62
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 2,NE,Bienvenida,Bienvenida al curso,Introducción al curso,lecture,15,15,11,,,0.62,0.62
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 3,NE,Bienvenida,Bienvenida al curso,Recomendaciones para el éxito,others,15,15,,,,0.62,0.62
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 0,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Origen de los números naturales,lecture,11,11,10,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 1,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual del origen de los números naturales,supplement,11,11,,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 2,NE,Números naturales y sistemas de numeración,Origen de los números naturales,¿Qué sabes del número natural?,quiz,11,11,7,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 3,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Historia de los números naturales,lecture,11,11,5,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 4,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual de la historia de los números naturales,supplement,11,11,,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 5,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Relación de correspondencia,quiz,11,11,7,,,0.37,0.66
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 6,NE,Números naturales y sistemas de numeración,Origen de los números naturales,Los enchufes (actividad de aprendizaje),ungraded lti,11,11,,,1,0.37,0.66
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 0,NE,Números naturales y sistemas de numeración,Usos de los números naturales,¿En qué se  diferencian cuantificar y contar?,lecture,11,5,5,,,0.37,0.7
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 1,NE,Números naturales y sistemas de numeración,Usos de los números naturales,Mapa conceptual de los usos de los números naturales,supplement,11,5,,,,0.37,0.7
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 2,NE,Números naturales y sistemas de numeración,Usos de los números naturales,Compra - venta (actividad de aprendizaje),ungraded lti,11,5,,,1.5,0.37,0.7
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 3,NE,Números naturales y sistemas de numeración,Usos de los números naturales,Número de identificación (actividad de aprendizaje),ungraded lti,11,5,,,1,0.37,0.7
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 0,NE,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Sabes cuántos pasos sigues para contar?,quiz,11,6,5,,,0.37,0.73
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 1,NE,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Qué  hacemos  cuando  contamos?,lecture,11,6,3,,,0.37,0.73
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 2,NE,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Mapa conceptual de los principios del conteo,supplement,11,6,,,,0.37,0.73
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 3,NE,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Secuencias de conteo (actividad de aprendizaje),ungraded lti,11,6,,,1,0.37,0.73
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 4,NE,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Error de conteo de un niño (actividad de aprendizaje),ungraded lti,11,6,,,1,0.37,0.73
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 0,NE,Números naturales y sistemas de numeración,Representación de los números naturales,¿Qué es y cómo se representa un número?,quiz,11,5,4,,,0.37,0.66
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 1,NE,Números naturales y sistemas de numeración,Representación de los números naturales,Pensemos  en  diferentes  formas de  expresar el  número  tres,lecture,11,5,3,,,0.37,0.66
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 2,NE,Números naturales y sistemas de numeración,Representación de los números naturales,Mapa conceptual de las representaciones de los números naturales,supplement,11,5,,,,0.37,0.66
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 3,NE,Números naturales y sistemas de numeración,Representación de los números naturales,Formas de representar un número (actividad de aprendizaje),ungraded lti,11,5,,,1,0.37,0.66
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 0,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,¿Qué es el  sistema  decimal de  numeración  ?,lecture,11,5,3,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 1,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,11,5,,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 2,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,11,5,5,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 3,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,11,5,,,1,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 4,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,11,5,3,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 5,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,11,5,,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 6,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,11,5,,,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 7,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,11,5,4,1.25,,0.37,0.61
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 8,NE,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,11,5,,,,0.37,0.61
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 0,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,3,2,2,,,0.47,0.9
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 1,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,3,2,,,,0.47,0.9
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 2,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,3,2,2,,,0.47,0.9
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 3,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,3,2,,,,0.47,0.9
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 4,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,3,2,,,1,0.47,0.9
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 0,NE,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,3,3,2,,,0.47,0.75
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 1,NE,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,3,3,,,,0.47,0.75
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 2,NE,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,3,3,2,,,0.47,0.75
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 3,NE,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Verificación de problemas (actividad de aprendizaje),ungraded lti,3,3,,,1,0.47,0.75
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 0,NE,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,¿Cómo hacer una adición con el ábaco vertical?,lecture,3,2,2,,,0.47,0.66
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 1,NE,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Mapa conceptual de las formas de sumar y restar,supplement,3,2,,,,0.47,0.66
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 2,NE,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Procedimientos de cálculo (actividad de aprendizaje),ungraded lti,3,2,,,1,0.47,0.66
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 0,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Significados de la división y la multiplicación,lecture,3,2,2,,,0.47,0.75
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 1,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Mapa conceptual de los significados de la división y la multiplicación,supplement,3,2,,,,0.47,0.75
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 2,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Amortización de crédito bancario (actividad de aprendizaje),ungraded lti,3,2,,,1,0.47,0.75
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 3,NE,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Publicidad falsa de helados (actividad de aprendizaje),ungraded lti,3,2,,,1,0.47,0.75
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 0,NE,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,¿Cumplen la propiedad conmutativa la multiplicación y la división?,lecture,3,3,2,,,0.47,0.75
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 1,NE,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Mapa conceptual de las propiedades de las operaciones multiplicativas,supplement,3,3,,,,0.47,0.75
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 2,NE,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Operaciones multiplicativas,quiz,3,3,2,,,0.47,0.75
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 3,NE,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Los caramelos de Lucy (actividad de aprendizaje),ungraded lti,3,3,,,1,0.47,0.75
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 0,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Significado de la multiplicación: ábaco vertical,lecture,3,3,2,,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 1,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual de las formas de multiplicar y dividir,supplement,3,3,,,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 2,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Multiplicación/división en el ábaco (actividad de aprendizaje),ungraded lti,3,3,,,1,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 3,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Resumen de las cuestiones claves de la aritmética de los números naturales,lecture,3,3,1,,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 4,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del resumen de las cuestiones claves de la aritmética de los números naturales,supplement,3,3,,,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 5,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual del módulo,supplement,3,3,,,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 6,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Cuestionario final módulo aritmética de los números naturales,exam,3,3,2,1,,0.47,0.56
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 7,NE,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Bibliografía aritmética de los números naturales,supplement,3,3,,,,0.47,0.56
