mo,le,ite,type_est,modulo,course_branch_lesson_name,item,course_item_type_desc,part_modulo,part_leccion,part_item,prom_intentos,prom_act_aprendizaje,completitud_modulo,completitud_lec
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 0,NE,Números racionales,Elementos y representaciones de números racionales,Introducción a números racionales,lecture,2,2,2,,,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 1,NE,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de la introducción a números racionales,supplement,2,2,,,,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 2,NE,Números racionales,Elementos y representaciones de números racionales,Representaciones de números racionales,quiz,2,2,1,,,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 3,NE,Números racionales,Elementos y representaciones de números racionales,Representación de los racionales (actividad de aprendizaje),ungraded lti,2,2,,,1,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 4,NE,Números racionales,Elementos y representaciones de números racionales,Elementos y representaciones de los números racionales,lecture,2,2,2,,,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 5,NE,Números racionales,Elementos y representaciones de números racionales,Mapa conceptual de las representaciones de los números racionales,supplement,2,2,,,,0.53,0.78
Mod 3,Mod 3-Les 0,Mod 3-Les 0-Ite 6,NE,Números racionales,Elementos y representaciones de números racionales,Error en un número racional (actividad de aprendizaje),ungraded lti,2,2,,,1,0.53,0.78
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 0,NE,Números racionales,Significados de los números racionales,Significados de los números racionales,lecture,2,2,2,,,0.53,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 1,NE,Números racionales,Significados de los números racionales,Mapa conceptual de los significados de los números racionales,supplement,2,2,,,,0.53,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 2,NE,Números racionales,Significados de los números racionales,Números racionales,quiz,2,2,1,,,0.53,0.75
Mod 3,Mod 3-Les 1,Mod 3-Les 1-Ite 3,NE,Números racionales,Significados de los números racionales,Identificar el significado de la fracción (actividad de aprendizaje),ungraded lti,2,2,,,1,0.53,0.75
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 0,NE,Números racionales,Operaciones con fracciones,Operaciones con fracciones,lecture,2,2,2,,,0.53,0.62
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 1,NE,Números racionales,Operaciones con fracciones,Mapa conceptual de operaciones con fracciones,supplement,2,2,,,,0.53,0.62
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 2,NE,Números racionales,Operaciones con fracciones,Operaciones con fracciones,quiz,2,2,1,,,0.53,0.62
Mod 3,Mod 3-Les 2,Mod 3-Les 2-Ite 3,NE,Números racionales,Operaciones con fracciones,Contenido de una porción (actividad de aprendizaje),ungraded lti,2,2,,,1,0.53,0.62
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 0,NE,Números racionales,Decimales,Números decimales,lecture,2,1,1,,,0.53,0.5
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 1,NE,Números racionales,Decimales,Mapa conceptual de la multiplicación de decimales y fracciones,supplement,2,1,,,,0.53,0.5
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 2,NE,Números racionales,Decimales,Una pequeña parte del metro (actividad de aprendizaje),ungraded lti,2,1,,,,0.53,0.5
Mod 3,Mod 3-Les 3,Mod 3-Les 3-Ite 3,NE,Números racionales,Decimales,Sistema métrico decimal (actividad de aprendizaje),ungraded lti,2,1,,,,0.53,0.5
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 0,NE,Números racionales,Razón y proporción,Proporcionalidad entre cantidades,lecture,2,2,1,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 1,NE,Números racionales,Razón y proporción,Mapa conceptual de razón y proporción,supplement,2,2,,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 2,NE,Números racionales,Razón y proporción,Cantidad desconocida,quiz,2,2,,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 3,NE,Números racionales,Razón y proporción,Resumen de las cuestiones claves de los números racionales,lecture,2,2,1,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 4,NE,Números racionales,Razón y proporción,Mapa conceptual del resumen de las cuestiones claves de los números racionales,supplement,2,2,,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 5,NE,Números racionales,Razón y proporción,Perímetro - lado del cuadrado (actividad de aprendizaje),ungraded lti,2,2,,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 6,NE,Números racionales,Razón y proporción,Mapa conceptual del módulo,supplement,2,2,,,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 7,NE,Números racionales,Razón y proporción,Cuestionario final módulo números racionales,exam,2,2,1,1,,0.53,0.33
Mod 3,Mod 3-Les 4,Mod 3-Les 4-Ite 8,NE,Números racionales,Razón y proporción,Bibliografía: Números racionales,supplement,2,2,,,,0.53,0.33
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 0,NE,Geometría elemental del plano,Nociones geométricas básicas,Introducción a geometría elemental del plano,lecture,2,2,2,,,0.45,0.83
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 1,NE,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de la introducción a geometría elemental del plano,supplement,2,2,,,,0.45,0.83
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 2,NE,Geometría elemental del plano,Nociones geométricas básicas,Geometría,quiz,2,2,1,,,0.45,0.83
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 3,NE,Geometría elemental del plano,Nociones geométricas básicas,Nociones básicas,lecture,2,2,2,,,0.45,0.83
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 4,NE,Geometría elemental del plano,Nociones geométricas básicas,Mapa conceptual de las nociones básicas,supplement,2,2,,,,0.45,0.83
Mod 4,Mod 4-Les 0,Mod 4-Les 0-Ite 5,NE,Geometría elemental del plano,Nociones geométricas básicas,Segmentos (actividad de aprendizaje),ungraded lti,2,2,,,1,0.45,0.83
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 0,NE,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Características de los polígonos,lecture,2,2,2,,,0.45,0.75
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 1,NE,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Mapa conceptual de las figuras planas,supplement,2,2,,,,0.45,0.75
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 2,NE,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Figuras geométricas,quiz,2,2,1,,,0.45,0.75
Mod 4,Mod 4-Les 1,Mod 4-Les 1-Ite 3,NE,Geometría elemental del plano,Polígonos y otras figuras geométricas planas,Poligonal y polígono (actividad de aprendizaje),ungraded lti,2,2,,,1,0.45,0.75
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 0,NE,Geometría elemental del plano,Los triángulos (tipos y propiedades),Características de los triángulos,lecture,2,2,2,,,0.45,0.7
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 1,NE,Geometría elemental del plano,Los triángulos (tipos y propiedades),Mapa conceptual de los triángulos,supplement,2,2,,,,0.45,0.7
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 2,NE,Geometría elemental del plano,Los triángulos (tipos y propiedades),Triángulos,quiz,2,2,1,,,0.45,0.7
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 3,NE,Geometría elemental del plano,Los triángulos (tipos y propiedades),Clasificación de triángulos (actividad de aprendizaje),ungraded lti,2,2,,,1,0.45,0.7
Mod 4,Mod 4-Les 2,Mod 4-Les 2-Ite 4,NE,Geometría elemental del plano,Los triángulos (tipos y propiedades),Medidas de ángulos (actividad de aprendizaje),ungraded lti,2,2,,,1,0.45,0.7
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 0,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Tipos de cuadriláteros,lecture,2,2,2,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 1,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual de los cuadriláteros,supplement,2,2,,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 2,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de cuadriláteros (actividad de aprendizaje),ungraded lti,2,2,,,1,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 3,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Clasificación de figuras,quiz,2,2,1,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 4,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Resumen de las cuestiones claves de la geometría elemental del plano,lecture,2,2,2,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 5,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del resumen de las cuestiones claves de la geometría elemental del plano,supplement,2,2,,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 6,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Mapa conceptual del módulo,supplement,2,2,,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 7,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Cuestionario final módulo geometría elemental del plano,exam,2,2,,,,0.45,0.37
Mod 4,Mod 4-Les 3,Mod 4-Les 3-Ite 8,NE,Geometría elemental del plano,Los cuadriláteros (tipos y propiedades),Bibliografía geometría elemental del plano,supplement,2,2,,,,0.45,0.37
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 0,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Introducción a los tipos de magnitudes,lecture,1,1,1,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 1,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de la introducción a los tipos de magnitudes,supplement,1,1,,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 2,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Magnitud,quiz,1,1,,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 3,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,¿Qué es una magnitud?,lecture,1,1,1,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 4,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,Mapa conceptual de los tipos de magnitudes,supplement,1,1,,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 5,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El experimento de Arquímedes (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.57
Mod 5,Mod 5-Les 0,Mod 5-Les 0-Ite 6,NE,Magnitudes y medidas. Medidas directas,¿Qué es una magnitud? Tipos de magnitudes,El lingote y la corona (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.57
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 0,NE,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Medida de magnitudes y unidades de medida,lecture,1,1,1,,,0.28,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 1,NE,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Mapa conceptual de los conceptos y procedimientos para la medida de magnitudes,supplement,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 2,NE,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,Rendimiento de combustible (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 1,Mod 5-Les 1-Ite 3,NE,Magnitudes y medidas. Medidas directas,Medida de magnitudes y unidades de medida: conceptos y procedimientos,El arca de Noé (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 0,NE,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,¿Cómo mides la longitud de un objeto?,lecture,1,1,1,,,0.28,0.66
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 1,NE,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Mapa conceptual de la medida directa,supplement,1,1,,,,0.28,0.66
Mod 5,Mod 5-Les 2,Mod 5-Les 2-Ite 2,NE,Magnitudes y medidas. Medidas directas,Medida directa de magnitudes,Cálculo de áreas (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.66
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 0,NE,Magnitudes y medidas. Medidas directas,Estimación,Procesos de estimación,lecture,1,1,1,,,0.28,0.5
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 1,NE,Magnitudes y medidas. Medidas directas,Estimación,Mapa conceptual de estimación,supplement,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 2,NE,Magnitudes y medidas. Medidas directas,Estimación,Logotipo (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 3,Mod 5-Les 3-Ite 3,NE,Magnitudes y medidas. Medidas directas,Estimación,Estatura (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.5
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 0,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Sistema métrico decimal y sistema internacional de medida,lecture,1,1,1,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 1,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del sistema internacional de medidas,supplement,1,1,,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 2,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Hectáreas (actividad de aprendizaje),ungraded lti,1,1,,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 3,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Resumen de las cuestiones claves de magnitudes y medidas,lecture,1,1,1,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 4,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del resumen de las cuestiones claves de magnitudes y medidas,supplement,1,1,,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 5,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Mapa conceptual del módulo,supplement,1,1,,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 6,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Cuestionario final módulo magnitudes y medidas,exam,1,1,,,,0.28,0.31
Mod 5,Mod 5-Les 4,Mod 5-Les 4-Ite 7,NE,Magnitudes y medidas. Medidas directas,Evolución histórica y social de las unidades de medida,Bibliografía magnitudes y medidas,supplement,1,1,,,,0.28,0.31
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 0,NE,Aplicación de los conceptos aprendidos,Cierre del curso,Construcción de un mueble (actividad de aprendizaje),ungraded lti,,,,,,,
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 1,NE,Aplicación de los conceptos aprendidos,Cierre del curso,Mapa conceptual de los conceptos aprendidos en el curso,supplement,,,,,,,
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 2,NE,Aplicación de los conceptos aprendidos,Cierre del curso,Aplicación de los conceptos aprendidos,quiz,,,,,,,
Mod 6,Mod 6-Les 0,Mod 6-Les 0-Ite 3,NE,Aplicación de los conceptos aprendidos,Cierre del curso,Video de cierre del curso,lecture,,,,,,,
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 0,T,Bienvenida,Bienvenida al curso,Bienvenida,lecture,10,10,10,,,0.59,0.59
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 1,T,Bienvenida,Bienvenida al curso,Presentación del curso,others,10,10,,,,0.59,0.59
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 2,T,Bienvenida,Bienvenida al curso,Introducción al curso,lecture,10,10,9,,,0.59,0.59
Mod 0,Mod 0-Les 0,Mod 0-Les 0-Ite 3,T,Bienvenida,Bienvenida al curso,Recomendaciones para el éxito,others,10,10,,,,0.59,0.59
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 0,T,Números naturales y sistemas de numeración,Origen de los números naturales,Origen de los números naturales,lecture,12,12,11,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 1,T,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual del origen de los números naturales,supplement,12,12,,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 2,T,Números naturales y sistemas de numeración,Origen de los números naturales,¿Qué sabes del número natural?,quiz,12,12,12,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 3,T,Números naturales y sistemas de numeración,Origen de los números naturales,Historia de los números naturales,lecture,12,12,11,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 4,T,Números naturales y sistemas de numeración,Origen de los números naturales,Mapa conceptual de la historia de los números naturales,supplement,12,12,,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 5,T,Números naturales y sistemas de numeración,Origen de los números naturales,Relación de correspondencia,quiz,12,12,11,,,0.77,0.84
Mod 1,Mod 1-Les 0,Mod 1-Les 0-Ite 6,T,Números naturales y sistemas de numeración,Origen de los números naturales,Los enchufes (actividad de aprendizaje),ungraded lti,12,12,,,1,0.77,0.84
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 0,T,Números naturales y sistemas de numeración,Usos de los números naturales,¿En qué se  diferencian cuantificar y contar?,lecture,12,10,10,,,0.77,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 1,T,Números naturales y sistemas de numeración,Usos de los números naturales,Mapa conceptual de los usos de los números naturales,supplement,12,10,,,,0.77,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 2,T,Números naturales y sistemas de numeración,Usos de los números naturales,Compra - venta (actividad de aprendizaje),ungraded lti,12,10,,,1,0.77,0.77
Mod 1,Mod 1-Les 1,Mod 1-Les 1-Ite 3,T,Números naturales y sistemas de numeración,Usos de los números naturales,Número de identificación (actividad de aprendizaje),ungraded lti,12,10,,,1,0.77,0.77
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 0,T,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Sabes cuántos pasos sigues para contar?,quiz,12,10,10,,,0.77,0.86
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 1,T,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,¿Qué  hacemos  cuando  contamos?,lecture,12,10,9,,,0.77,0.86
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 2,T,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Mapa conceptual de los principios del conteo,supplement,12,10,,,,0.77,0.86
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 3,T,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Secuencias de conteo (actividad de aprendizaje),ungraded lti,12,10,,,1,0.77,0.86
Mod 1,Mod 1-Les 2,Mod 1-Les 2-Ite 4,T,Números naturales y sistemas de numeración,Cuantificación: principios de conteo,Error de conteo de un niño (actividad de aprendizaje),ungraded lti,12,10,,,1,0.77,0.86
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 0,T,Números naturales y sistemas de numeración,Representación de los números naturales,¿Qué es y cómo se representa un número?,quiz,12,11,11,,,0.77,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 1,T,Números naturales y sistemas de numeración,Representación de los números naturales,Pensemos  en  diferentes  formas de  expresar el  número  tres,lecture,12,11,10,,,0.77,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 2,T,Números naturales y sistemas de numeración,Representación de los números naturales,Mapa conceptual de las representaciones de los números naturales,supplement,12,11,,,,0.77,0.79
Mod 1,Mod 1-Les 3,Mod 1-Les 3-Ite 3,T,Números naturales y sistemas de numeración,Representación de los números naturales,Formas de representar un número (actividad de aprendizaje),ungraded lti,12,11,,,1,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 0,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,¿Qué es el  sistema  decimal de  numeración  ?,lecture,12,12,10,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 1,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del sistema decimal de numeración,supplement,12,12,,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 2,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Sistemas de numeración,quiz,12,12,11,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 3,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Reglas del sistema de numeración (actividad de aprendizaje),ungraded lti,12,12,,,1.12,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 4,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Resumen de las cuestiones claves de los números naturales y los sistemas de numeración,lecture,12,12,9,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 5,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del resumen de las cuestiones claves de los números naturales y los sistemas de numeración,supplement,12,12,,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 6,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Mapa conceptual del módulo,supplement,12,12,,,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 7,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Cuestionario final módulo números naturales y sistemas de numeración,exam,12,12,12,1.66,,0.77,0.79
Mod 1,Mod 1-Les 4,Mod 1-Les 4-Ite 8,T,Números naturales y sistemas de numeración,Sistema decimal de numeración,Bibliografía números naturales y sistemas de numeración,supplement,12,12,,,,0.77,0.79
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 0,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Introducción a la aritmética de los números naturales,lecture,12,9,9,,,0.62,0.91
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 1,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de la introducción a la aritmética de los números naturales,supplement,12,9,,,,0.62,0.91
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 2,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Concepciones de la adición,lecture,12,9,9,,,0.62,0.91
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 3,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Mapa conceptual de las concepciones de la adición,supplement,12,9,,,,0.62,0.91
Mod 2,Mod 2-Les 0,Mod 2-Les 0-Ite 4,T,Aritmética de los números naturales,Significados y representaciones de las operaciones aditivas,Situación de ahorro (actividad de aprendizaje),ungraded lti,12,9,,,1,0.62,0.91
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 0,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,¿Cumplen las mismas propiedades la adición y la sustracción?,lecture,12,9,8,,,0.62,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 1,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Mapa conceptual de las propiedades de las operaciones aditivas,supplement,12,9,,,,0.62,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 2,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Operaciones aditivas,quiz,12,9,9,,,0.62,0.83
Mod 2,Mod 2-Les 1,Mod 2-Les 1-Ite 3,T,Aritmética de los números naturales,Propiedades de las operaciones aditivas,Verificación de problemas (actividad de aprendizaje),ungraded lti,12,9,,,1,0.62,0.83
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 0,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,¿Cómo hacer una adición con el ábaco vertical?,lecture,12,8,8,,,0.62,0.87
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 1,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Mapa conceptual de las formas de sumar y restar,supplement,12,8,,,,0.62,0.87
Mod 2,Mod 2-Les 2,Mod 2-Les 2-Ite 2,T,Aritmética de los números naturales,Formas de realizar la adición y la sustracción,Procedimientos de cálculo (actividad de aprendizaje),ungraded lti,12,8,,,1,0.62,0.87
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 0,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Significados de la división y la multiplicación,lecture,12,8,8,,,0.62,0.81
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 1,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Mapa conceptual de los significados de la división y la multiplicación,supplement,12,8,,,,0.62,0.81
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 2,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Amortización de crédito bancario (actividad de aprendizaje),ungraded lti,12,8,1,,1.16,0.62,0.81
Mod 2,Mod 2-Les 3,Mod 2-Les 3-Ite 3,T,Aritmética de los números naturales,Significados y representaciones de las operaciones multiplicativas,Publicidad falsa de helados (actividad de aprendizaje),ungraded lti,12,8,,,1,0.62,0.81
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 0,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,¿Cumplen la propiedad conmutativa la multiplicación y la división?,lecture,12,9,8,,,0.62,0.8
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 1,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Mapa conceptual de las propiedades de las operaciones multiplicativas,supplement,12,9,,,,0.62,0.8
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 2,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Operaciones multiplicativas,quiz,12,9,9,,,0.62,0.8
Mod 2,Mod 2-Les 4,Mod 2-Les 4-Ite 3,T,Aritmética de los números naturales,Propiedades de las operaciones multiplicativas,Los caramelos de Lucy (actividad de aprendizaje),ungraded lti,12,9,,,1,0.62,0.8
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 0,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Significado de la multiplicación: ábaco vertical,lecture,12,12,8,,,0.62,0.66
Mod 2,Mod 2-Les 5,Mod 2-Les 5-Ite 1,T,Aritmética de los números naturales,Formas de realizar la multiplicación y la división,Mapa conceptual de las formas de multiplicar y dividir,supplement,12,12,,,,0.62,0.66
